city,county,lat,long,state,zip
FARMINGTON,ONTARIO,"+42.958041","-077.308256",NY,14425
CASTILE,WYOMING,"+42.626740","-078.059147",NY,14427
CHURCHVILLE,MONROE,"+43.074911","-077.835003",NY,14428
CLARENDON,ORLEANS,"+43.381027","-078.231338",NY,14429
CLARKSON,MONROE,"+43.286024","-077.684264",NY,14430
"CLIFTON SPRINGS",ONTARIO,"+42.962932","-077.150097",NY,14432
CLYDE,WAYNE,"+43.097869","-076.872736",NY,14433
CONESUS,LIVINGSTON,"+42.723231","-077.668291",NY,14435
DANSVILLE,LIVINGSTON,"+42.618370","-077.737515",NY,14437
DRESDEN,YATES,"+42.722446","-076.963823",NY,14441
"EAST BLOOMFIELD",ONTARIO,"+42.900966","-077.423310",NY,14443
"EAST ROCHESTER",MONROE,"+43.113563","-077.482538",NY,14445
"EAST WILLIAMSON",WAYNE,"+43.235369","-077.137642",NY,14449
FAIRPORT,MONROE,"+43.104287","-077.428964",NY,14450
FANCHER,ORLEANS,"+43.381027","-078.231338",NY,14452
FISHERS,ONTARIO,"+43.010908","-077.470540",NY,14453
GENESEO,LIVINGSTON,"+42.783801","-077.777872",NY,14454
GENEVA,ONTARIO,"+42.857414","-077.034883",NY,14456
GORHAM,ONTARIO,"+42.808127","-077.287611",NY,14461
GROVELAND,LIVINGSTON,"+42.694819","-077.754628",NY,14462
HALL,ONTARIO,"+42.796578","-077.063876",NY,14463
HAMLIN,MONROE,"+43.321659","-077.925097",NY,14464
HEMLOCK,LIVINGSTON,"+42.784810","-077.618049",NY,14466
HENRIETTA,MONROE,"+43.058863","-077.558902",NY,14467
HILTON,MONROE,"+43.285210","-077.832333",NY,14468
BLOOMFIELD,ONTARIO,"+42.869556","-077.465843",NY,14469
HOLLEY,ORLEANS,"+43.215860","-078.073057",NY,14470
HONEOYE,ONTARIO,"+42.755573","-077.491905",NY,14471
"HONEOYE FALLS",MONROE,"+42.982513","-077.606771",NY,14472
IONIA,ONTARIO,"+42.935868","-077.498231",NY,14475
KENDALL,ORLEANS,"+43.324058","-078.049928",NY,14476
KENT,ORLEANS,"+43.330763","-078.123328",NY,14477
"KEUKA PARK",YATES,"+42.570794","-077.122590",NY,14478
KNOWLESVILLE,ORLEANS,"+43.241502","-078.318828",NY,14479
LAKEVILLE,LIVINGSTON,"+42.837288","-077.703091",NY,14480
LEICESTER,LIVINGSTON,"+42.760644","-077.903550",NY,14481
"LE ROY",GENESEE,"+42.956190","-077.989988",NY,14482
LIMA,LIVINGSTON,"+42.889864","-077.608688",NY,14485
LINWOOD,GENESEE,"+42.915297","-077.949818",NY,14486
LIVONIA,LIVINGSTON,"+42.809457","-077.650938",NY,14487
"LIVONIA CENTER",LIVINGSTON,"+42.729839","-077.773919",NY,14488
LYONS,WAYNE,"+43.099263","-076.970937",NY,14489
MACEDON,WAYNE,"+43.110807","-077.313450",NY,14502
MANCHESTER,ONTARIO,"+42.968903","-077.233194",NY,14504
MARION,WAYNE,"+43.155940","-077.172684",NY,14505
MENDON,MONROE,"+43.001323","-077.504268",NY,14506
MIDDLESEX,YATES,"+42.686845","-077.262987",NY,14507
MORTON,ORLEANS,"+43.381027","-078.231338",NY,14508
"MOUNT MORRIS",LIVINGSTON,"+42.683466","-077.866402",NY,14510
MUMFORD,MONROE,"+43.002612","-077.864580",NY,14511
NAPLES,ONTARIO,"+42.667802","-077.413496",NY,14512
NEWARK,WAYNE,"+43.087067","-077.097867",NY,14513
"NORTH CHILI",MONROE,"+43.085778","-077.805628",NY,14514
"NORTH GREECE",MONROE,"+43.257819","-077.735079",NY,14515
"NORTH ROSE",WAYNE,"+43.195842","-076.908805",NY,14516
NUNDA,LIVINGSTON,"+42.591883","-077.894474",NY,14517
"OAKS CORNERS",ONTARIO,"+42.931873","-077.011839",NY,14518
ONTARIO,WAYNE,"+43.221476","-077.308614",NY,14519
"ONTARIO CENTER",WAYNE,"+43.348369","-077.045288",NY,14520
OVID,SENECA,"+42.689791","-076.794102",NY,14521
PALMYRA,WAYNE,"+43.081306","-077.218849",NY,14522
PAVILION,GENESEE,"+42.910203","-078.026899",NY,14525
PENFIELD,MONROE,"+43.145813","-077.454446",NY,14526
"PENN YAN",YATES,"+42.637423","-077.069925",NY,14527
PERKINSVILLE,STEUBEN,"+42.535363","-077.628857",NY,14529
PERRY,WYOMING,"+42.682391","-078.056235",NY,14530
PHELPS,ONTARIO,"+42.963394","-077.043612",NY,14532
PIFFARD,LIVINGSTON,"+42.843464","-077.896153",NY,14533
PITTSFORD,MONROE,"+43.060229","-077.520692",NY,14534
PORTAGEVILLE,WYOMING,"+42.555988","-078.098906",NY,14536
"PORT GIBSON",ONTARIO,"+43.033002","-077.157465",NY,14537
PULTNEYVILLE,WAYNE,"+43.283582","-077.142027",NY,14538
RETSOF,LIVINGSTON,"+42.834327","-077.877876",NY,14539
ROMULUS,SENECA,"+42.749713","-076.844921",NY,14541
ROSE,WAYNE,"+43.144795","-076.860779",NY,14542
RUSH,MONROE,"+42.996613","-077.666524",NY,14543
RUSHVILLE,YATES,"+42.734157","-077.242693",NY,14544
SCOTTSBURG,LIVINGSTON,"+42.652111","-077.710539",NY,14545
SCOTTSVILLE,MONROE,"+43.044710","-077.772652",NY,14546
"SENECA CASTLE",ONTARIO,"+42.808127","-077.287611",NY,14547
SHORTSVILLE,ONTARIO,"+42.978834","-077.252696",NY,14548
"SILVER LAKE",WYOMING,"+42.692874","-078.022364",NY,14549
"SILVER SPRINGS",WYOMING,"+42.674209","-078.084485",NY,14550
SODUS,WAYNE,"+43.210384","-077.053517",NY,14551
"SODUS POINT",WAYNE,"+43.254644","-076.983518",NY,14555
SONYEA,LIVINGSTON,"+42.729839","-077.773919",NY,14556
"SOUTH BYRON",GENESEE,"+43.041606","-078.057252",NY,14557
"SOUTH LIMA",LIVINGSTON,"+42.855409","-077.687643",NY,14558
SPENCERPORT,MONROE,"+43.185709","-077.830577",NY,14559
SPRINGWATER,LIVINGSTON,"+42.635525","-077.594478",NY,14560
STANLEY,ONTARIO,"+42.833360","-077.129398",NY,14561
"UNION HILL",WAYNE,"+43.348369","-077.045288",NY,14563
VICTOR,ONTARIO,"+42.973715","-077.426906",NY,14564
WALWORTH,WAYNE,"+43.142795","-077.287414",NY,14568
WARSAW,WYOMING,"+42.740223","-078.164804",NY,14569
WATERPORT,ORLEANS,"+43.328706","-078.238501",NY,14571
WAYLAND,STEUBEN,"+42.516793","-077.564247",NY,14572
WEBSTER,MONROE,"+43.218210","-077.454075",NY,14580
"WEST BLOOMFIELD",ONTARIO,"+42.905459","-077.548423",NY,14585
"WEST HENRIETTA",MONROE,"+43.041553","-077.683575",NY,14586
WILLARD,SENECA,"+42.683451","-076.872442",NY,14588
WILLIAMSON,WAYNE,"+43.239410","-077.163811",NY,14589
WOLCOTT,WAYNE,"+43.224693","-076.840547",NY,14590
WYOMING,WYOMING,"+42.818578","-078.102549",NY,14591
YORK,LIVINGSTON,"+42.875685","-077.883511",NY,14592
ROCHESTER,MONROE,"+43.286024","-077.684264",NY,14601
JAMESTOWN,CHAUTAUQUA,"+42.196125","-079.432256",NY,14701
ALLEGANY,CATTARAUGUS,"+42.116168","-078.516218",NY,14706
ALLENTOWN,ALLEGANY,"+42.073739","-078.059374",NY,14707
ALMA,ALLEGANY,"+42.025431","-078.084837",NY,14708
ANGELICA,ALLEGANY,"+42.217609","-078.090559",NY,14709
ASHVILLE,CHAUTAUQUA,"+42.084481","-079.391738",NY,14710
BELFAST,ALLEGANY,"+42.320366","-078.129640",NY,14711
"BEMUS POINT",CHAUTAUQUA,"+42.164572","-079.445292",NY,14712
"BLACK CREEK",ALLEGANY,"+42.290569","-078.237314",NY,14714
BOLIVAR,ALLEGANY,"+42.154417","-078.139391",NY,14715
BROCTON,CHAUTAUQUA,"+42.316748","-079.432622",NY,14716
CANEADEA,ALLEGANY,"+42.257674","-078.174601",NY,14717
CASSADAGA,CHAUTAUQUA,"+42.250021","-079.296028",NY,14718
CATTARAUGUS,CATTARAUGUS,"+42.343336","-078.869752",NY,14719
CELORON,CHAUTAUQUA,"+42.105907","-079.279120",NY,14720
CERES,ALLEGANY,"+42.013691","-078.264775",NY,14721
CHAUTAUQUA,CHAUTAUQUA,"+42.187468","-079.450523",NY,14722
"CHERRY CREEK",CHAUTAUQUA,"+42.308946","-079.387594",NY,14723
CLYMER,CHAUTAUQUA,"+42.072680","-079.644932",NY,14724
"CONEWANGO VALLEY",CATTARAUGUS,"+42.252473","-079.008294",NY,14726
CUBA,ALLEGANY,"+42.245997","-078.209403",NY,14727
DEWITTVILLE,CHAUTAUQUA,"+42.282800","-079.366516",NY,14728
"EAST OTTO",CATTARAUGUS,"+42.405354","-078.735158",NY,14729
"EAST RANDOLPH",CATTARAUGUS,"+42.174736","-078.947340",NY,14730
ELLICOTTVILLE,CATTARAUGUS,"+42.297229","-078.649654",NY,14731
ELLINGTON,CHAUTAUQUA,"+42.229098","-079.113470",NY,14732
FALCONER,CHAUTAUQUA,"+42.126604","-079.182837",NY,14733
FILLMORE,ALLEGANY,"+42.450790","-078.104285",NY,14735
"FINDLEY LAKE",CHAUTAUQUA,"+42.133206","-079.737701",NY,14736
FRANKLINVILLE,CATTARAUGUS,"+42.335753","-078.491244",NY,14737
FREWSBURG,CHAUTAUQUA,"+42.053586","-079.118889",NY,14738
FRIENDSHIP,ALLEGANY,"+42.187901","-078.157246",NY,14739
GERRY,CHAUTAUQUA,"+42.211290","-079.170519",NY,14740
"GREAT VALLEY",CATTARAUGUS,"+42.217040","-078.584117",NY,14741
GREENHURST,CHAUTAUQUA,"+42.120512","-079.309580",NY,14742
HINSDALE,CATTARAUGUS,"+42.197916","-078.415859",NY,14743
HOUGHTON,ALLEGANY,"+42.422827","-078.206289",NY,14744
HUME,ALLEGANY,"+42.477700","-078.140343",NY,14745
KENNEDY,CHAUTAUQUA,"+42.152725","-079.111065",NY,14747
"KILL BUCK",CATTARAUGUS,"+42.144977","-078.646626",NY,14748
LAKEWOOD,CHAUTAUQUA,"+42.124810","-079.440009",NY,14750
LEON,CATTARAUGUS,"+42.298328","-079.006231",NY,14751
"LILY DALE",CHAUTAUQUA,"+42.352416","-079.323502",NY,14752
LIMESTONE,CATTARAUGUS,"+42.141266","-078.607674",NY,14753
"LITTLE GENESEE",ALLEGANY,"+42.031872","-078.209708",NY,14754
"LITTLE VALLEY",CATTARAUGUS,"+42.254567","-078.823628",NY,14755
"MAPLE SPRINGS",CHAUTAUQUA,"+42.198150","-079.417353",NY,14756
MAYVILLE,CHAUTAUQUA,"+42.237160","-079.370911",NY,14757
NIOBE,CHAUTAUQUA,"+42.342529","-079.410910",NY,14758
OLEAN,CATTARAUGUS,"+42.082142","-078.425973",NY,14760
OTTO,CATTARAUGUS,"+42.357543","-078.807283",NY,14766
PANAMA,CHAUTAUQUA,"+42.191346","-079.505101",NY,14767
PORTLAND,CHAUTAUQUA,"+42.371561","-079.468963",NY,14769
PORTVILLE,CATTARAUGUS,"+42.092944","-078.342341",NY,14770
RANDOLPH,CATTARAUGUS,"+42.156841","-078.844412",NY,14772
RICHBURG,ALLEGANY,"+42.114385","-078.168055",NY,14774
RIPLEY,CHAUTAUQUA,"+42.230461","-079.426780",NY,14775
RUSHFORD,ALLEGANY,"+42.397363","-078.232330",NY,14777
"SAINT BONAVENTURE",CATTARAUGUS,"+42.270112","-078.684684",NY,14778
SALAMANCA,CATTARAUGUS,"+42.180526","-078.615625",NY,14779
SHERMAN,CHAUTAUQUA,"+42.172076","-079.611348",NY,14781
SINCLAIRVILLE,CHAUTAUQUA,"+42.257762","-079.253829",NY,14782
STEAMBURG,CATTARAUGUS,"+42.082001","-078.917738",NY,14783
STOCKTON,CHAUTAUQUA,"+42.315140","-079.388330",NY,14784
STOW,CHAUTAUQUA,"+42.155693","-079.412233",NY,14785
"WEST CLARKSVILLE",ALLEGANY,"+42.122670","-078.221332",NY,14786
WESTFIELD,CHAUTAUQUA,"+42.253734","-079.484286",NY,14787
"WESTONS MILLS",CATTARAUGUS,"+42.062125","-078.377974",NY,14788
ADDISON,STEUBEN,"+42.206391","-077.306185",NY,14801
ALFRED,ALLEGANY,"+42.240535","-077.783192",NY,14802
"ALFRED STATION",ALLEGANY,"+42.254097","-077.799317",NY,14803
ALMOND,ALLEGANY,"+42.313285","-077.851286",NY,14804
ALPINE,SCHUYLER,"+42.375566","-076.732706",NY,14805
ANDOVER,ALLEGANY,"+42.145794","-077.811901",NY,14806
ARKPORT,STEUBEN,"+42.465145","-077.573870",NY,14807
ATLANTA,STEUBEN,"+42.562012","-077.468518",NY,14808
AVOCA,STEUBEN,"+42.367861","-077.464128",NY,14809
BATH,STEUBEN,"+42.357464","-077.302789",NY,14810
"BEAVER DAMS",SCHUYLER,"+42.322924","-076.977336",NY,14812
BELMONT,ALLEGANY,"+42.242168","-077.963148",NY,14813
"BIG FLATS",CHEMUNG,"+42.156516","-076.931640",NY,14814
BRADFORD,STEUBEN,"+42.369808","-077.235796",NY,14815
BREESPORT,CHEMUNG,"+42.199631","-076.731200",NY,14816
BROOKTONDALE,TOMPKINS,"+42.359694","-076.349154",NY,14817
BURDETT,SCHUYLER,"+42.464152","-076.798018",NY,14818
CAMERON,STEUBEN,"+42.211491","-077.453509",NY,14819
"CAMERON MILLS",STEUBEN,"+42.180046","-077.280502",NY,14820
CAMPBELL,STEUBEN,"+42.262954","-077.215478",NY,14821
CANASERAGA,ALLEGANY,"+42.422577","-077.835626",NY,14822
CANISTEO,STEUBEN,"+42.348146","-077.427130",NY,14823
CAYUTA,SCHUYLER,"+42.272948","-076.693628",NY,14824
CHEMUNG,CHEMUNG,"+42.052426","-076.607029",NY,14825
COHOCTON,STEUBEN,"+42.470356","-077.391286",NY,14826
"COOPERS PLAINS",STEUBEN,"+42.178527","-077.141357",NY,14827
CORNING,STEUBEN,"+42.120541","-077.048462",NY,14830
DALTON,LIVINGSTON,"+42.546164","-077.900210",NY,14836
DUNDEE,YATES,"+42.555387","-077.014409",NY,14837
ERIN,CHEMUNG,"+42.181224","-076.671949",NY,14838
GREENWOOD,STEUBEN,"+42.143242","-077.562991",NY,14839
HAMMONDSPORT,STEUBEN,"+42.322455","-077.198396",NY,14840
HECTOR,SCHUYLER,"+42.492291","-076.824556",NY,14841
HIMROD,YATES,"+42.577714","-076.964520",NY,14842
HORNELL,STEUBEN,"+42.383978","-077.479051",NY,14843
HORSEHEADS,CHEMUNG,"+42.160717","-076.878456",NY,14844
HUNT,LIVINGSTON,"+42.555834","-077.999451",NY,14846
INTERLAKEN,SENECA,"+42.608440","-076.735556",NY,14847
ITHACA,TOMPKINS,"+42.402794","-076.483999",NY,14850
JACKSONVILLE,TOMPKINS,"+42.506320","-076.608222",NY,14854
JASPER,STEUBEN,"+42.142197","-077.497908",NY,14855
KANONA,STEUBEN,"+42.374218","-077.364812",NY,14856
LAKEMONT,YATES,"+42.512632","-076.927019",NY,14857
LINDLEY,STEUBEN,"+42.045070","-077.106679",NY,14858
LOCKWOOD,TIOGA,"+42.115457","-076.507823",NY,14859
LODI,SENECA,"+42.586029","-076.801671",NY,14860
LOWMAN,CHEMUNG,"+42.087671","-076.684615",NY,14861
MECKLENBURG,SCHUYLER,"+42.451569","-076.706717",NY,14863
MILLPORT,CHEMUNG,"+42.259644","-076.842298",NY,14864
"MONTOUR FALLS",SCHUYLER,"+42.358866","-076.841852",NY,14865
NEWFIELD,TOMPKINS,"+42.365688","-076.610212",NY,14867
ODESSA,SCHUYLER,"+42.377454","-076.776210",NY,14869
"PAINTED POST",STEUBEN,"+42.159759","-077.382462",NY,14870
"PINE CITY",CHEMUNG,"+42.047024","-076.882455",NY,14871
"PINE VALLEY",CHEMUNG,"+42.240529","-076.875072",NY,14872
PRATTSBURGH,STEUBEN,"+42.380560","-077.354408",NY,14873
PULTENEY,STEUBEN,"+42.520261","-077.197141",NY,14874
"READING CENTER",SCHUYLER,"+42.429721","-076.925846",NY,14876
REXVILLE,STEUBEN,"+42.071887","-077.677653",NY,14877
"ROCK STREAM",YATES,"+42.480150","-076.946931",NY,14878
SAVONA,STEUBEN,"+42.327262","-077.193204",NY,14879
SCIO,ALLEGANY,"+42.166150","-077.965672",NY,14880
"SLATERVILLE SPRINGS",TOMPKINS,"+42.402463","-076.360782",NY,14881
LANSING,TOMPKINS,"+42.573453","-076.552378",NY,14882
SPENCER,TIOGA,"+42.203102","-076.471165",NY,14883
SWAIN,ALLEGANY,"+42.455859","-077.889425",NY,14884
TROUPSBURG,STEUBEN,"+42.060366","-077.562142",NY,14885
TRUMANSBURG,TOMPKINS,"+42.480300","-076.635158",NY,14886
TYRONE,SCHUYLER,"+42.399371","-077.026768",NY,14887
"VAN ETTEN",CHEMUNG,"+42.210223","-076.585084",NY,14889
"WATKINS GLEN",SCHUYLER,"+42.372850","-076.927135",NY,14891
WAVERLY,TIOGA,"+42.107825","-076.502218",NY,14892
WAYNE,SCHUYLER,"+42.474143","-077.097713",NY,14893
WELLSBURG,CHEMUNG,"+42.027102","-076.764516",NY,14894
WELLSVILLE,ALLEGANY,"+42.230956","-077.917245",NY,14895
WHITESVILLE,ALLEGANY,"+42.050965","-077.821349",NY,14897
WOODHULL,STEUBEN,"+42.069469","-077.438058",NY,14898
ELMIRA,CHEMUNG,"+42.082585","-076.718570",NY,14901
ALIQUIPPA,BEAVER,"+40.675225","-080.304178",PA,15001
AMBRIDGE,BEAVER,"+40.600494","-080.210521",PA,15003
ATLASBURG,WASHINGTON,"+40.341349","-080.382247",PA,15004
BADEN,BEAVER,"+40.618418","-080.204103",PA,15005
BAIRDFORD,ALLEGHENY,"+40.493128","-079.903121",PA,15006
BAKERSTOWN,ALLEGHENY,"+40.434436","-080.024817",PA,15007
BEAVER,BEAVER,"+40.729053","-080.385191",PA,15009
"BEAVER FALLS",BEAVER,"+40.665672","-080.352049",PA,15010
"BELLE VERNON",FAYETTE,"+40.070268","-079.603426",PA,15012
BRACKENRIDGE,ALLEGHENY,"+40.272101","-079.899562",PA,15014
BRADFORDWOODS,ALLEGHENY,"+40.434436","-080.024817",PA,15015
BRIDGEVILLE,ALLEGHENY,"+40.354589","-080.091342",PA,15017
"BUENA VISTA",ALLEGHENY,"+40.457657","-080.208374",PA,15018
BULGER,WASHINGTON,"+40.412663","-080.317007",PA,15019
BUNOLA,ALLEGHENY,"+40.434436","-080.024817",PA,15020
BURGETTSTOWN,WASHINGTON,"+40.382141","-080.404366",PA,15021
CHARLEROI,WASHINGTON,"+40.135834","-079.932907",PA,15022
CHESWICK,ALLEGHENY,"+40.434436","-080.024817",PA,15024
CLAIRTON,ALLEGHENY,"+40.324279","-079.931735",PA,15025
CLINTON,ALLEGHENY,"+40.490003","-080.290333",PA,15026
CONWAY,BEAVER,"+40.699515","-080.264683",PA,15027
COULTERS,ALLEGHENY,"+40.434436","-080.024817",PA,15028
CREIGHTON,ALLEGHENY,"+40.434436","-080.024817",PA,15030
CUDDY,ALLEGHENY,"+40.354712","-080.166906",PA,15031
CURTISVILLE,ALLEGHENY,"+40.434436","-080.024817",PA,15032
DONORA,WASHINGTON,"+40.179896","-079.868392",PA,15033
DRAVOSBURG,ALLEGHENY,"+40.315793","-079.892171",PA,15034
"EAST MC KEESPORT",ALLEGHENY,"+40.434436","-080.024817",PA,15035
ELDERSVILLE,WASHINGTON,"+40.214896","-080.179139",PA,15036
ELIZABETH,ALLEGHENY,"+40.271965","-079.896642",PA,15037
ELRAMA,WASHINGTON,"+40.252086","-079.925235",PA,15038
FREEDOM,BEAVER,"+40.710283","-080.240559",PA,15042
GEORGETOWN,BEAVER,"+40.639461","-080.339953",PA,15043
GIBSONIA,ALLEGHENY,"+40.434436","-080.024817",PA,15044
GLASSPORT,ALLEGHENY,"+40.434436","-080.024817",PA,15045
CRESCENT,ALLEGHENY,"+40.468068","-080.123459",PA,15046
GREENOCK,ALLEGHENY,"+40.434436","-080.024817",PA,15047
HARWICK,ALLEGHENY,"+40.434436","-080.024817",PA,15049
HOOKSTOWN,BEAVER,"+40.554305","-080.428223",PA,15050
INDIANOLA,ALLEGHENY,"+40.434436","-080.024817",PA,15051
INDUSTRY,BEAVER,"+40.702397","-080.388271",PA,15052
JOFFRE,WASHINGTON,"+40.380036","-080.360544",PA,15053
LANGELOTH,WASHINGTON,"+40.362515","-080.408551",PA,15054
LAWRENCE,WASHINGTON,"+40.305838","-080.121904",PA,15055
LEETSDALE,ALLEGHENY,"+40.375069","-080.015425",PA,15056
"MC DONALD",WASHINGTON,"+40.359139","-080.267451",PA,15057
MIDLAND,BEAVER,"+40.740063","-080.397486",PA,15059
MIDWAY,WASHINGTON,"+40.368121","-080.289382",PA,15060
MONACA,BEAVER,"+40.656366","-080.327814",PA,15061
MONESSEN,WESTMORELAND,"+40.361852","-079.751280",PA,15062
MONONGAHELA,WASHINGTON,"+40.260001","-080.124442",PA,15063
MORGAN,ALLEGHENY,"+40.355865","-080.141550",PA,15064
"NATRONA HEIGHTS",ALLEGHENY,"+40.434436","-080.024817",PA,15065
"NEW BRIGHTON",BEAVER,"+40.712175","-080.321773",PA,15066
"NEW EAGLE",WASHINGTON,"+40.282786","-080.173907",PA,15067
"NEW KENSINGTON",WESTMORELAND,"+40.478821","-079.581506",PA,15068
OAKDALE,ALLEGHENY,"+40.403348","-080.184169",PA,15071
PRICEDALE,WESTMORELAND,"+40.139296","-079.856168",PA,15072
ROCHESTER,BEAVER,"+40.686473","-080.326538",PA,15074
"RURAL RIDGE",ALLEGHENY,"+40.434436","-080.024817",PA,15075
RUSSELLTON,ALLEGHENY,"+40.434436","-080.024817",PA,15076
SHIPPINGPORT,BEAVER,"+40.602535","-080.386344",PA,15077
SLOVAN,WASHINGTON,"+40.358435","-080.387917",PA,15078
"SOUTH HEIGHTS",BEAVER,"+40.576267","-080.238332",PA,15081
STURGEON,ALLEGHENY,"+40.386263","-080.208316",PA,15082
SUTERSVILLE,WESTMORELAND,"+40.225590","-079.751605",PA,15083
TARENTUM,ALLEGHENY,"+40.434436","-080.024817",PA,15084
TRAFFORD,WESTMORELAND,"+40.382668","-079.594643",PA,15085
WARRENDALE,ALLEGHENY,"+40.434436","-080.024817",PA,15086
WEBSTER,WESTMORELAND,"+40.360223","-079.439801",PA,15087
"WEST ELIZABETH",ALLEGHENY,"+40.271597","-079.896610",PA,15088
"WEST NEWTON",WESTMORELAND,"+40.201808","-079.727237",PA,15089
WEXFORD,ALLEGHENY,"+40.434436","-080.024817",PA,15090
WILDWOOD,ALLEGHENY,"+40.434436","-080.024817",PA,15091
"ALLISON PARK",ALLEGHENY,"+40.434436","-080.024817",PA,15101
"BETHEL PARK",ALLEGHENY,"+40.371471","-080.115950",PA,15102
BRADDOCK,ALLEGHENY,"+40.366287","-079.858359",PA,15104
CARNEGIE,ALLEGHENY,"+40.449080","-080.103165",PA,15106
CORAOPOLIS,ALLEGHENY,"+40.469268","-080.140228",PA,15108
DUQUESNE,ALLEGHENY,"+40.372069","-079.853820",PA,15110
"EAST PITTSBURGH",ALLEGHENY,"+40.434436","-080.024817",PA,15112
GLENSHAW,ALLEGHENY,"+40.357719","-079.979974",PA,15116
HOMESTEAD,ALLEGHENY,"+40.392619","-079.905171",PA,15120
"WEST MIFFLIN",ALLEGHENY,"+40.360575","-079.908621",PA,15122
IMPERIAL,ALLEGHENY,"+40.452644","-080.128852",PA,15126
INGOMAR,ALLEGHENY,"+40.434436","-080.024817",PA,15127
"SOUTH PARK",ALLEGHENY,"+40.303119","-079.997567",PA,15129
"MC KEESPORT",ALLEGHENY,"+40.434436","-080.024817",PA,15130
"MC KEES ROCKS",ALLEGHENY,"+40.467006","-080.103669",PA,15136
"NORTH VERSAILLES",ALLEGHENY,"+40.434436","-080.024817",PA,15137
OAKMONT,ALLEGHENY,"+40.434436","-080.024817",PA,15139
PITCAIRN,ALLEGHENY,"+40.434436","-080.024817",PA,15140
PRESTO,ALLEGHENY,"+40.402452","-080.166896",PA,15142
SEWICKLEY,ALLEGHENY,"+40.451367","-080.208280",PA,15143
SPRINGDALE,ALLEGHENY,"+40.434436","-080.024817",PA,15144
"TURTLE CREEK",ALLEGHENY,"+40.434436","-080.024817",PA,15145
MONROEVILLE,ALLEGHENY,"+40.548117","-080.236882",PA,15146
VERONA,ALLEGHENY,"+40.351469","-080.011574",PA,15147
WILMERDING,ALLEGHENY,"+40.434436","-080.024817",PA,15148
PITTSBURGH,ALLEGHENY,"+40.434436","-080.024817",PA,15201
WASHINGTON,WASHINGTON,"+40.135391","-080.146709",PA,15301
ALEPPO,GREENE,"+39.870635","-080.211335",PA,15310
AMITY,WASHINGTON,"+40.049765","-080.168133",PA,15311
AVELLA,WASHINGTON,"+40.200737","-080.267148",PA,15312
BEALLSVILLE,WASHINGTON,"+40.065496","-080.022102",PA,15313
BENTLEYVILLE,WASHINGTON,"+40.153459","-080.083967",PA,15314
BOBTOWN,GREENE,"+39.817048","-079.956728",PA,15315
BRAVE,GREENE,"+39.870635","-080.211335",PA,15316
CANONSBURG,WASHINGTON,"+40.155704","-080.128420",PA,15317
CARMICHAELS,GREENE,"+39.918913","-079.985320",PA,15320
CECIL,WASHINGTON,"+40.159268","-080.104193",PA,15321
CLARKSVILLE,GREENE,"+39.966702","-080.045233",PA,15322
CLAYSVILLE,WASHINGTON,"+40.110160","-080.251693",PA,15323
COKEBURG,WASHINGTON,"+40.050163","-079.983240",PA,15324
CRUCIBLE,GREENE,"+39.950170","-079.967626",PA,15325
DILLINER,GREENE,"+39.764089","-079.937419",PA,15327
PROSPERITY,WASHINGTON,"+40.049949","-080.281210",PA,15329
"EIGHTY FOUR",WASHINGTON,"+40.175570","-080.099336",PA,15330
ELLSWORTH,WASHINGTON,"+40.106824","-080.021614",PA,15331
FINLEYVILLE,WASHINGTON,"+40.198970","-080.059974",PA,15332
FREDERICKTOWN,WASHINGTON,"+40.025105","-080.011741",PA,15333
"GARARDS FORT",GREENE,"+39.870635","-080.211335",PA,15334
GASTONVILLE,WASHINGTON,"+40.260141","-079.992678",PA,15336
GRAYSVILLE,GREENE,"+39.937962","-080.001496",PA,15337
GREENSBORO,GREENE,"+39.820941","-079.974551",PA,15338
HENDERSONVILLE,WASHINGTON,"+40.301838","-080.154310",PA,15339
HICKORY,WASHINGTON,"+40.226863","-080.169026",PA,15340
HOLBROOK,GREENE,"+39.870635","-080.211335",PA,15341
HOUSTON,WASHINGTON,"+40.133091","-080.133451",PA,15342
JEFFERSON,GREENE,"+39.870635","-080.211335",PA,15344
MARIANNA,WASHINGTON,"+40.028432","-080.104213",PA,15345
MATHER,GREENE,"+39.934662","-080.070275",PA,15346
"MEADOW LANDS",WASHINGTON,"+40.217358","-080.226885",PA,15347
MILLSBORO,WASHINGTON,"+39.987651","-080.003686",PA,15348
"MOUNT MORRIS",GREENE,"+39.774031","-080.024576",PA,15349
MUSE,WASHINGTON,"+40.293731","-080.200484",PA,15350
NEMACOLIN,GREENE,"+39.877901","-079.925807",PA,15351
"NEW FREEPORT",GREENE,"+39.870635","-080.211335",PA,15352
NINEVEH,GREENE,"+39.870635","-080.211335",PA,15353
"PINE BANK",GREENE,"+39.870635","-080.211335",PA,15354
"RICES LANDING",GREENE,"+39.954370","-079.990431",PA,15357
RICHEYVILLE,WASHINGTON,"+40.056347","-079.992554",PA,15358
ROGERSVILLE,GREENE,"+39.870635","-080.211335",PA,15359
"SCENERY HILL",WASHINGTON,"+40.092344","-080.099457",PA,15360
SOUTHVIEW,WASHINGTON,"+40.328190","-080.256291",PA,15361
SPRAGGS,GREENE,"+39.744657","-080.214471",PA,15362
STRABANE,WASHINGTON,"+40.250454","-080.198354",PA,15363
SYCAMORE,GREENE,"+39.870635","-080.211335",PA,15364
